row_id,coder,paper_title,paper_id,dependent_variable_main_theme,coded_dependent_variable,depedendent_variable,dependent_variable_measurement,dependent_variable_measurement_technique,independent_variable_main_theme,independent_variable_sub_theme,independent_variable,independent_variable_measurement,independent_variable_measurement_technique,effect_direction,effect_direction_full_context,significant,alpha_value,effect_size,effect_size_metric,effect_size_full_context,confidence_interval,sample_size,independent_variable_measurement_others,sample_size_full _context
r73,Joni,Factors influencing acceptance and trust of chatbots in juvenile offenders' risk assessment training,A54,Theme 1: User Experience and Satisfaction,Enjoyment,Enjoyment,SINGLE,survey,REPRESENTATIONAL,Demographics,Chatbot usage/exposure,SINGLE,observation,NO EFFECT,,NO,NA,NA,OTHER (percentage distribution),,NO,112,N/A,
r74,Joni,Factors influencing acceptance and trust of chatbots in juvenile offenders' risk assessment training,A54,Theme 6: Technology Acceptance and Adoption Intentions,Willingness to use,Willingness to use,SINGLE,survey,REPRESENTATIONAL,Demographics,Chatbot usage/exposure,SINGLE,observation,POSITIVE,,NO,NA,NA,OTHER (percentage distribution),,NO,112,N/A,
r75,Joni,Factors influencing acceptance and trust of chatbots in juvenile offenders' risk assessment training,A54,Theme 2: Trust and Credibility,Credibility,Credibility,SINGLE,survey,REPRESENTATIONAL,Demographics,Chatbot usage/exposure,SINGLE,observation,NO EFFECT,,NO,NA,NA,OTHER (percentage distribution),,NO,112,N/A,
r76,Joni,Factors influencing acceptance and trust of chatbots in juvenile offenders' risk assessment training,A54,Theme 1: User Experience and Satisfaction,Usability,Usability,SINGLE,survey,BEHAVIORAL,Behavioral_Patterns,Theorist learning style (LSQ-Fa theorist subscale),SINGLE,survey,POSITIVE,,YES,0.05,0.25,PEARSON'S R,,NO,112,N/A,
r77,Joni,Factors influencing acceptance and trust of chatbots in juvenile offenders' risk assessment training,A54,Theme 1: User Experience and Satisfaction,Usability,Usability,SINGLE,survey,BEHAVIORAL,Behavioral_Patterns,Reflector learning style (LSQ-Fa reflector subscale),SINGLE,survey,POSITIVE,,NO,0.05,0.23,PEARSON'S R,,NO,112,N/A,
r78,Joni,Factors influencing acceptance and trust of chatbots in juvenile offenders' risk assessment training,A54,Theme 1: User Experience and Satisfaction,Usability,Usability,SINGLE,survey,BEHAVIORAL,Behavioral_Patterns,Self-efficacy in risk assessment tool use (custom 12-item questionnaire),SINGLE,survey,POSITIVE,,YES,0.01,0.32,PEARSON'S R,,NO,112,N/A,
r79,Joni,Factors influencing acceptance and trust of chatbots in juvenile offenders' risk assessment training,A54,Theme 1: User Experience and Satisfaction,Usability,Usability,SINGLE,survey,BEHAVIORAL,Personality_Traits,Neuroticism personality trait (Mini-IPIP neuroticism subscale),SINGLE,survey,NEGATIVE,,NO,0.05,-0.22,PEARSON'S R,,NO,112,N/A,
r80,Joni,Factors influencing acceptance and trust of chatbots in juvenile offenders' risk assessment training,A54,Theme 2: Trust and Credibility,Credibility,Credibility,SINGLE,survey,BEHAVIORAL,Behavioral_Patterns,State anxiety (STAI-Y state anxiety subscale),SINGLE,survey,POSITIVE,,YES,0.05,0.22,PEARSON'S R,,NO,112,N/A,
r81,Joni,Factors influencing acceptance and trust of chatbots in juvenile offenders' risk assessment training,A54,Theme 1: User Experience and Satisfaction,Usability,Usability,SINGLE,survey,BEHAVIORAL,Behavioral_Patterns,State anxiety (STAI-Y state anxiety subscale),SINGLE,survey,POSITIVE,,YES,0.05,0.32,PEARSON'S R,,NO,112,N/A,
r82,Joni,Factors influencing acceptance and trust of chatbots in juvenile offenders' risk assessment training,A54,Theme 6: Technology Acceptance and Adoption Intentions,Willingness to use,Willingness to use,MULTI,survey,REPRESENTATIONAL,Demographics,Age (dichotomized: under 30 years vs. over 30 years),SINGLE,survey,NO EFFECT,,NO,0.05,0.03,COHEN'S D,,NO,112,N/A,
r83,Joni,Factors influencing acceptance and trust of chatbots in juvenile offenders' risk assessment training,A54,Theme 2: Trust and Credibility,Trust,Trust,MULTI,survey,REPRESENTATIONAL,Demographics,Age (dichotomized: under 30 years vs. over 30 years),SINGLE,survey,NO EFFECT,,NO,0.05,0,COHEN'S D,,NO,112,N/A,
r84,Joni,Factors influencing acceptance and trust of chatbots in juvenile offenders' risk assessment training,A54,Theme 6: Technology Acceptance and Adoption Intentions,Willingness to use,Willingness to use,MULTI,survey,REPRESENTATIONAL,Demographics,Gender (female vs. male),SINGLE,survey,NO EFFECT,,NO,0.05,0.49,COHEN'S D,,NO,112,N/A,
r85,Joni,Factors influencing acceptance and trust of chatbots in juvenile offenders' risk assessment training,A54,Theme 2: Trust and Credibility,Trust,Trust,MULTI,survey,REPRESENTATIONAL,Demographics,Gender (female vs. male),SINGLE,survey,NO EFFECT,,NO,0.05,0.35,COHEN'S D,,NO,112,N/A,
r86,Joni,Chase Away the Virus: A Character-Based Chatbot for COVID-19,A79,Theme 1: User Experience and Satisfaction,Usability,Usability,MULTI,survey,BEHAVIORAL,Communication_Style,"Character-based chatbot Chasey (with Informal and Formal character options, COVID-19 features, UI elements, small talk support)",SINGLE,other,POSITIVE,,NA,NA,NA,NA,,NO,36,N/A,
r87,Joni,Chase Away the Virus: A Character-Based Chatbot for COVID-19,A79,Theme 1: User Experience and Satisfaction,Usefulness,Usefulness,MULTI,survey,REPRESENTATIONAL,Visual_Appearance,Character-based chatbot Chasey,SINGLE,other,POSITIVE,,NA,NA,NA,NA,,NO,36,N/A,
r88,Joni,Chase Away the Virus: A Character-Based Chatbot for COVID-19,A79,Theme 1: User Experience and Satisfaction,Satisfaction,Satisfaction,MULTI,survey,REPRESENTATIONAL,Visual_Appearance,Character-based chatbot Chasey,SINGLE,other,POSITIVE,,NA,NA,NA,NA,,NO,36,N/A,
r89,Joni,Chase Away the Virus: A Character-Based Chatbot for COVID-19,A79,Theme 1: User Experience and Satisfaction,Satisfaction,Satisfaction,SINGLE,survey,BEHAVIORAL,Communication_Style,Character change option (ability to switch between Informal and Formal characters seamlessly during conversation via persistent menu),SINGLE,other,POSITIVE,,NA,NA,NA,NA,,NO,36,N/A,
r90,Joni,Chase Away the Virus: A Character-Based Chatbot for COVID-19,A79,Theme 6: Technology Acceptance and Adoption Intentions,Likelihood to recommend chatbot to others,Likelihood to recommend chatbot to others,SINGLE,survey,REPRESENTATIONAL,Visual_Appearance,Character-based chatbot Chasey (complete system with both characters and features),SINGLE,other,POSITIVE,,NA,NA,NA,NA,,NO,36,N/A,
r91,Joni,Can an AI-driven VTuber engage People? The KawAIi Case Study,A81,Theme 1: User Experience and Satisfaction,Usability,Usability,SINGLE,survey,REPRESENTATIONAL,Visual_Appearance,"KawAIi AI-driven VTuber system (complete interaction including LLM responses, emotion-aware expressions, multimodal output, YouTube Live streaming interface, personality characteristics)",SINGLE,other,POSITIVE,,NA,NA,NA,NA,,NO,32,N/A,
r92,Joni,Can an AI-driven VTuber engage People? The KawAIi Case Study,A81,Theme 1: User Experience and Satisfaction,Enjoyment,Enjoyment,SINGLE,survey,BEHAVIORAL,Communication_Style,"KawAIi AI-driven VTuber (polite/friendly personality, emotion-aware expressions, accurate responses, entertaining style, multimodal presentation)",SINGLE,other,POSITIVE,,NA,NA,NA,NA,,NO,32,N/A,
r93,Joni,Can an AI-driven VTuber engage People? The KawAIi Case Study,A81,Theme 1: User Experience and Satisfaction,Perceived engagement,Perceived engagement,SINGLE,survey,REPRESENTATIONAL,Visual_Appearance,KawAIi AI-driven VTuber,SINGLE,other,POSITIVE,,NA,NA,NA,NA,,NO,32,N/A,
r94,Joni,Can an AI-driven VTuber engage People? The KawAIi Case Study,A81,Theme 1: User Experience and Satisfaction,Persuasiveness,Persuasiveness,SINGLE,survey,BEHAVIORAL,Personality_Traits,"KawAIi AI-driven VTuber (responses, personality, expressiveness, multimodal presentation)",SINGLE,other,POSITIVE,,NA,NA,NA,NA,,NO,32,N/A,
r95,Joni,Can an AI-driven VTuber engage People? The KawAIi Case Study,A81,Theme 2: Trust and Credibility,Trust,Trust,SINGLE,survey,REPRESENTATIONAL,Visual_Appearance,KawAIi AI-driven VTuber,SINGLE,other,POSITIVE,,NA,NA,NA,NA,,NO,32,N/A,
r96,Joni,An Evaluation of Visual Embodiment for Voice Assistants on Smart Displays,A86,Theme 1: User Experience and Satisfaction,User experience,User experience,MULTI,survey,REPRESENTATIONAL,Visual_Appearance,"Visual embodiment condition of smart display voice assistant agent: DEA (disembodied voice-only), AEA (artificial digitally rendered character), PEA (photorealistic actress-performed agent)",SINGLE,other,NO EFFECT,,NO,0.05,NA,NA,,NO,58,N/A,
r97,Joni,An Evaluation of Visual Embodiment for Voice Assistants on Smart Displays,A86,Theme 1: User Experience and Satisfaction,User experience,User experience,MULTI,survey,REPRESENTATIONAL,Visual_Appearance,"Visual embodiment condition (DEA, AEA, PEA)",SINGLE,other,NO EFFECT,,NO,0.05,NA,NA,,NO,57,N/A,
r98,Joni,An Evaluation of Visual Embodiment for Voice Assistants on Smart Displays,A86,Theme 5: Behavioral and Interaction Patterns,User politeness,User politeness,SINGLE,observation,REPRESENTATIONAL,Visual_Appearance,"Visual embodiment condition (DEA disembodied voice-only, AEA artificial rendered character, PEA photorealistic actress-performed agent)",SINGLE,other,NEGATIVE,,YES,0.05,0.09,ETA-SQUARED,,NO,15,N/A,"n=50 valid audio recordings for politeness analysis (originally N=60; 10 technical issues excluded; unequal distribution: DEA n=19, AEA n=16, PEA n=15; unequal distribution considered in Mann-Whitney tests)"
r99,Joni,Being Guided or Having Exploratory Freedom: User Preferences of a Virtual Agent's Behavior in a Museum,A82,Theme 4: Social Perception and Anthropomorphism,Perceived respect for personal space,Perceived respect for personal space,SINGLE,survey,BEHAVIORAL,Behavioral_Patterns,User autonomy (high autonomy Ccompanion vs. low autonomy Cguide),SINGLE,other,NEGATIVE,,NA,NA,NA,NA,,NO,8,,
r100,Joni,Being Guided or Having Exploratory Freedom: User Preferences of a Virtual Agent's Behavior in a Museum,A82,Theme 4: Social Perception and Anthropomorphism,Perceived discomfort caused by robot,Perceived discomfort caused by robot,SINGLE,survey,BEHAVIORAL,Behavioral_Patterns,User autonomy (high autonomy Ccompanion vs. low autonomy Cguide),SINGLE,other,POSITIVE,,NA,NA,NA,NA,,NO,8,,
r101,Joni,Being Guided or Having Exploratory Freedom: User Preferences of a Virtual Agent's Behavior in a Museum,A82,Theme 1: User Experience and Satisfaction,Perceived unease caused by robot,Perceived unease caused by robot,SINGLE,survey,BEHAVIORAL,Behavioral_Patterns,User autonomy (high autonomy Ccompanion vs. low autonomy Cguide),SINGLE,other,POSITIVE,,NA,NA,NA,NA,,NO,8,,
r102,Joni,Being Guided or Having Exploratory Freedom: User Preferences of a Virtual Agent's Behavior in a Museum,A82,Theme 1: User Experience and Satisfaction,Naturalness of walking with ECA,Naturalness of walking with ECA,SINGLE,survey,BEHAVIORAL,Behavioral_Patterns,User autonomy (high autonomy Ccompanion vs. low autonomy Cguide),SINGLE,other,NEGATIVE,,NA,NA,NA,NA,,NO,8,,
r103,Joni,Being Guided or Having Exploratory Freedom: User Preferences of a Virtual Agent's Behavior in a Museum,A82,Theme 1: User Experience and Satisfaction,Perceived appropriateness of ECA reactions,Perceived appropriateness of ECA reactions,SINGLE,survey,BEHAVIORAL,Behavioral_Patterns,User autonomy (high autonomy Ccompanion vs. low autonomy Cguide),SINGLE,other,POSITIVE,,NA,NA,NA,NA,,NO,8,,
r104,Joni,Being Guided or Having Exploratory Freedom: User Preferences of a Virtual Agent's Behavior in a Museum,A82,Theme 1: User Experience and Satisfaction,Accuracy of ECA interest detection,Accuracy of ECA interest detection,SINGLE,survey,BEHAVIORAL,Behavioral_Patterns,User autonomy (high autonomy Ccompanion vs. low autonomy Cguide),SINGLE,other,POSITIVE,,NA,NA,NA,NA,,NO,8,,
r105,Joni,Being Guided or Having Exploratory Freedom: User Preferences of a Virtual Agent's Behavior in a Museum,A82,Theme 4: Social Perception and Anthropomorphism,Entertainment value,Entertainment value,SINGLE,survey,BEHAVIORAL,Behavioral_Patterns,User autonomy (high autonomy Ccompanion vs. low autonomy Cguide),SINGLE,other,POSITIVE,,NA,NA,NA,NA,,NO,8,,
r106,Joni,Being Guided or Having Exploratory Freedom: User Preferences of a Virtual Agent's Behavior in a Museum,A82,Theme 1: User Experience and Satisfaction,Enjoyment of experience,Enjoyment of experience,SINGLE,survey,BEHAVIORAL,Behavioral_Patterns,User autonomy (high autonomy Ccompanion vs. low autonomy Cguide),SINGLE,other,POSITIVE,,NA,NA,NA,NA,,NO,8,,
r107,Joni,Being Guided or Having Exploratory Freedom: User Preferences of a Virtual Agent's Behavior in a Museum,A82,Theme 5: Behavioral and Interaction Patterns,Perceived weird behavior of ECA,Perceived weird behavior of ECA,SINGLE,survey,BEHAVIORAL,Behavioral_Patterns,User autonomy (high autonomy Ccompanion vs. low autonomy Cguide),SINGLE,other,POSITIVE,,NA,NA,NA,NA,,NO,8,,
r108,Joni,Being Guided or Having Exploratory Freedom: User Preferences of a Virtual Agent's Behavior in a Museum,A82,Theme 4: Social Perception and Anthropomorphism,Logical positioning at exhibits,Logical positioning at exhibits,SINGLE,survey,BEHAVIORAL,Behavioral_Patterns,User autonomy (high autonomy Ccompanion vs. low autonomy Cguide),SINGLE,other,NEGATIVE,,NA,NA,NA,NA,,NO,8,,
r109,Joni,Being Guided or Having Exploratory Freedom: User Preferences of a Virtual Agent's Behavior in a Museum,A82,Theme 3: Learning and Performance Outcomes,Preference for learning context,Preference for learning context,SINGLE,survey,BEHAVIORAL,Behavioral_Patterns,User autonomy (high autonomy Ccompanion vs. low autonomy Cguide),SINGLE,other,NEGATIVE,,NA,NA,NA,NA,,NO,8,,
r110,Joni,Being Guided or Having Exploratory Freedom: User Preferences of a Virtual Agent's Behavior in a Museum,A82,Theme 4: Social Perception and Anthropomorphism,Comfort preference,Comfort preference,SINGLE,survey,BEHAVIORAL,Behavioral_Patterns,User autonomy (high autonomy Ccompanion vs. low autonomy Cguide),SINGLE,other,NEGATIVE,,NA,NA,NA,NA,,NO,8,,
r111,Joni,Being Guided or Having Exploratory Freedom: User Preferences of a Virtual Agent's Behavior in a Museum,A82,Theme 4: Social Perception and Anthropomorphism,Social presence,Social presence,MULTI,survey,BEHAVIORAL,Behavioral_Patterns,User autonomy (high autonomy Ccompanion vs. low autonomy Cguide),SINGLE,other,NO EFFECT,,NA,NA,NA,NA,,NO,8,,
r112,Joni,Being Guided or Having Exploratory Freedom: User Preferences of a Virtual Agent's Behavior in a Museum,A82,Theme 4: Social Perception and Anthropomorphism,Sense of presence in environment,Sense of presence in environment,MULTI,survey,BEHAVIORAL,Behavioral_Patterns,User autonomy (high autonomy Ccompanion vs. low autonomy Cguide),SINGLE,other,NO EFFECT,,NA,NA,NA,NA,,NO,8,,
r113,Sercan,X's Day: Personality-Driven Virtual Human Behavior Generation,A01,Theme 5: Behavioral and Interaction Patterns,Behavior Rationality,Behavior Rationality,MULTI,survey,BEHAVIORAL,Personality_Traits,Personality (w and w/o),SINGLE,Other,NO EFFECT,,NO,0.05,NA,NA,,YES,14,IV was bivalent (not measured but manipulated),
r114,Sercan,X's Day: Personality-Driven Virtual Human Behavior Generation,A01,Theme 5: Behavioral and Interaction Patterns,Behavior Rationality,Behavior Rationality,MULTI,survey,BEHAVIORAL,Behavioral_Patterns,Needs (w and w/o),SINGLE,Other,NEGATIVE,,YES,0.05,NA,NA,,YES,14,IV was bivalent (not measured but manipulated),
r115,Sercan,X's Day: Personality-Driven Virtual Human Behavior Generation,A01,Theme 5: Behavioral and Interaction Patterns,Behavior Rationality,Behavior Rationality,MULTI,survey,REPRESENTATIONAL,Visual_Appearance,Dimensions (2D vs 3D),SINGLE,Other,NEGATIVE,,YES,0.05,NA,NA,,YES,14,IV was bivalent (not measured but manipulated),
r116,Sercan,X's Day: Personality-Driven Virtual Human Behavior Generation,A01,Theme 7: Individual Differences as Moderators,Personality Alignment,Personality Alignment,MULTI,survey,BEHAVIORAL,Personality_Traits,Personality (w and w/o),SINGLE,Other,NEGATIVE,,YES,0.05,NA,NA,,YES,14,IV was bivalent (not measured but manipulated),
r117,Sercan,X's Day: Personality-Driven Virtual Human Behavior Generation,A01,Theme 7: Individual Differences as Moderators,Personality Alignment,Personality Alignment,MULTI,survey,BEHAVIORAL,Behavioral_Patterns,Needs (w and w/o),SINGLE,Other,NO EFFECT,,NO,0.05,NA,NA,,YES,14,IV was bivalent (not measured but manipulated),
r118,Sercan,X's Day: Personality-Driven Virtual Human Behavior Generation,A01,Theme 7: Individual Differences as Moderators,Personality Alignment,Personality Alignment,MULTI,survey,REPRESENTATIONAL,Visual_Appearance,Dimensions (2D vs 3D),SINGLE,Other,NO EFFECT,,NO,0.05,NA,NA,,YES,14,IV was bivalent (not measured but manipulated),
